vacancy_id,vacancy_name,url,source,salary_from,salary_to,currency,location,company,skill_set,description,publication_date
39413051,C++ developer,https://hh.ru/vacancy/39413051,HH,150000,200000,RUR,Новосибирск,SunStrike Studios,[],"О компании: Компания «SunStrike Studios» занимается аутсорс разработкой компьютерных и мобильных игр.  Чем вы будете заниматься:   портировать крупные игровые проекты на современные платформы;   оптимизировать игровые проекты для слабого железа.   Наш идеальный кандидат:   имеет опыт разработки на C++ не менее 3-х лет, опыт разработки игр не менее 1 года;   умеет работать с графическими движками на C++, с OpenGL/DirectX и многопоточными приложениями.   Будет плюсом:   опыт работы с современными графическими API: DirectX12/Vulkan;   опыт работы с большими игровыми проектами, в том числе под консоли (PS/Xbox/Nintendo Switch).   Что мы предлагаем:   официальное оформление с первого рабочего дня;   ДМС;   50%-ую компенсацию профильного обучения;   курсы английского языка;   гибкое начало рабочего дня с 9.00 - 11.00.   Что вам нужно сделать:   пройти собеседование;   пройти тестовый период (2 дня, оплачиваются).  ",2020-10-14
39047470,Ведущий инженер C/C++,https://hh.ru/vacancy/39047470,HH,90000,230000,RUR,Ростов-на-Дону,Электронная медицина,[],"Обязанности: — Использовать технологии, включая мультимедиа в реальном времени, сетевые протоколы, безопасность, шифрование, сжатие, надежность / доступность, распределенные базы данных и многое другое. — Сотрудничать с командой разработчиков для разработки и улучшения функций. — Выявлять проблемы и разрабатывать пути их решения. — Помогать поддерживать качество кода, организацию и автоматизацию. Требования: — Высшее техническое образование. — Английский язык (свободное общение). — Опыт разработки на C++. — Опыт работы с Linux (предпочтительно). — Большой интерес к разработке распределенных систем и масштабируемых высокопроизводительных вычислениях. — Интерес и способность предоставлять надежные, высокопроизводительные продукты в распределенных системах с несовершенными сетями. — Умение работать в команде, грамотная устная и письменная речь. — Развитое аналитическое мышление. — Знание систем управления версиями. — Готовность изучать концепции функционального программирования. Будет плюсом: — Опыт функционального программирования (предпочтительно Erland). — Знание подходов и практик Agile разработки. — Знание VoIP, сетей передачи данных, систем управления сетью. — Вклад в проекты с открытым исходным кодом. Условия: — Оформление в соответствии с трудовым кодексом. — Работа с иностранными заказчиками. — Возможность удалённой работы после обучения и вхождения в команду. — Современные технологии работы в облаках. — Участие в амбициозных проектах, широкие возможности для самореализации и профессионального роста. — Решение интересных, зачастую нестандартных, задач.",2020-10-12
39764840,Разработчик C++,https://hh.ru/vacancy/39764840,HH,150000,200000,RUR,Санкт-Петербург,Софт-Эксперты,"['python', 'javascript', 'bash']","Компании, создающей успешный и полезный продукт с сотнями тысяч пользователей, необходим С++ разработчик для работы над десктопным приложением под Windows, основная функция которого борьба с нежелательным ПО.   Обязанности:   Разработка приложения Telamon Cleaner (telamoncleaner.com).Среди круга задач: расширение функционала приложения, пополнение базы ""зловредов"", повышение стабильности работы программы на различных версиях Windows   Взаимодействие с серверным разработчиком   Требования:   Отличное знание C++Можно использовать C++17, но есть код, который написан на более ранних стандартах  Опыт работы с QtДостаточно начальных знаний. Используется только как прослойка между интерфейсом на HTML/JavaScript и логикой на C++ Хорошие знания Windows для реализации функционала программы Знание одного из скриптовых языков (bash/python/batch) для реализации и поддержки скриптов для сборки проекта Знание NSIS/InnoSetup (Основной инсталлер написан на NSIS)  Будет большим плюсом, если вы имеете опыт:  в разработке драйверов в reverse engineering в антивирусной индустрии  Условия:  Работа в уютном офисе в БЦ ""Зима"" (или удаленно) Оплачиваемые обеды и спортзал Гибкий график Поощрение и поддержка профессионального роста (конференции, обучение за счет компании) Обучение Английскому языку с преподавателем Зарплата по результатам собеседования ",2020-10-15
36720942,Программист C++ (стажёр),https://hh.ru/vacancy/36720942,HH,,,,Москва,Zecurion,[],"Компания Zecurion, один из крупнейших игроков ИБ-рынка в сфере разработки DLP-систем, объявляет конкурс на закрытие вакансии «Стажёр-программист C++»! DLP-системы Zecurion используются более чем в 7000 организаций в России, СНГ, Европе, США и Азии. Среди наших заказчиков: Allianz-РОСНО, «Аэрофлот», Минфин, «Роснефть», «Сбербанк России», «Ростелеком» и другие. Если Вы хотите присоединится к решению интереснейших задач в непрерывно развивающейся компании — эта вакансия для Вас! Задачи, которые тебе предстоит решать:  Разработка и сопровождение программного обеспечения.    Требования к профессиональным знаниям и умениям:  Высшее или неоконченное высшее техническое образование. Опыт программирования на C++ в среде MS Visual Studio будет плюсом. Желание развиваться в сторону языков JS/Go/C++ Умение писать аккуратный читабельный код, а также разбираться в чужих исходниках приветствуются. Владение английским языком для чтения технической документации. Наличие небольшого опыта коммерческой разработки ПО.    Требования к личным качествам:  Высокое чувство ответственности и умение работать в команде. Инициативность и желание принимать активное участие в улучшении продукта. Аналитическое мышление и умение перерабатывать большой объем информации.    Мы, в свою очередь, предлагаем Вам:  Отличные возможности для профессионального и карьерного роста. Достойную заработную плату, которая обсуждается с успешным кандидатом. Страховку в лучших клиниках Москвы и Подмосковья (ДМС). Современный бизнес-центр класса А+ в центре Москвы в шаговой доступности от м.ВДНХ. Профессиональный, молодой, дружный коллектив. Корпоративные мероприятия, обучение. Уголок отдыха с PlayStation, пуфиками, чаем, кофе, печеньем и т. д. ",2020-10-12
39544079,Программист C++,https://hh.ru/vacancy/39544079,HH,100000,,RUR,Москва,АйТи Сервис Менеджмент,['postgresql'],"В проект из области контроля эффективности работы персонала требуется разработчик на постоянную долгосрочную занятость. Работа в команде, в офисе, по скраму. Разрабатываемый продукт представляет собой распределенное многокомпонентное кроссплатформенное приложение. Основной рабочий инструмент С++, используем Qt, много сетевого взаимодействия, алгоритмы, базы данных. Задачи сложные и интересные. Обязанности  Full-stack разработка десктопного/серверного кроссплатформенного приложения Анализ требований в узком смысле, проектирование локальной архитектуры, планирование решений, оценивание Программирование, внедрение и поддержка разрабатываемых решений Взаимодействие с остальными участниками команды  Требования  Высшее техническое образование Непрерывный профильный опыт не менее 2 лет Владение Linux/Windows систем на уровне продвинутого пользователя Уверенные знания С++, Qt Хорошая алгоритмическая подготовка Опыт работы с РСУБД(PostgreSQL), сетью, многопоточностью, GUI Опыт разработки кроссплатформенного кода Нацеленность на долгосрочное сотрудничество  Будет плюсом  Владение MacOS на уровне продвинутого пользователя Знания QML приветствуются Опыт работы с потоковыми данными (видео, телеметрия, ...) Навыки автоматизированного тестирования ПО Опыт написания технической документации Знание архитектуры *nix систем Знание архитектуры Windows  Условия  Официальное оформление по ТК РФ График работы 5/2, приход в офис до 10:00 Заработная плата по результатам собеседования Испытательный срок до трех месяцев Оплачиваемый отпуск (28 дней) Коллектив специалистов, возможность профессионального роста Адекватное и лояльное руководство ",2020-10-15
39838409,C/C++ разработчик,https://hh.ru/vacancy/39838409,HH,,300000,RUR,Москва,Lucky Hunter,[],"Продуктовая компания, которая занимается разработкой программного и аппаратного обеспечения для создания виртуальных туров нового поколения, в связи с открытием нового проекта находится в поисках C/C++ разработчиков под Android NDK разного уровня от middle до senior. Команда сейчас запускает новый проект, где вам предстоит заниматься написанием ПО на C/С++ под Android NDK, для сканирующего устройства. ПО включает модули для управления «железом» т.е. опорно-поворотным устройством, RGB камерой и сенсором глубины, а так же вычислительный модуль, предназначенный для предварительной обработки данных и вычисления траектории перемещения с одновременным построением карты помещения. У компании уже есть существующее ПО под Linux, написанное на С++, которое предстоит портировать на Android. Требования:  Уверенное знание языков программирования С и C++, включая современные стандарты языка; Опыт программирования под Android NDK; Также пригодятся знания математики на уровне 1-го или 2-го курса технического университета;  Условия:  Официальное трудоустройство, полностью белая заработная плата;  Офис в историческом центре Москвы;  Возможность посещения и участия в международных конференциях и семинарах за счет компании; Оборудование рабочего места в соответствии с Вашими пожеланиями; Карьерный и профессиональный рост; ",2020-10-15
39657960,Программист C++,https://hh.ru/vacancy/39657960,HH,,180000,RUR,Москва,СИГНАЛТЕК,['javascript'],"Будем рады пригласить настоящего профессионала к нам в команду для долгосрочного совместного участия в разработке передовых систем анализа больших объемов данных. Задачи, которые предстоит решать: - разработка высоконагруженных программно-аппаратных комплексов анализа сетевого трафика - оптимизация критически важных участков кода - поиск новых подходов к решению задач обработки Big Data - участие в планировании технического развития системы Для этого необходимо: - владение языком программирования C/C++ (11 или новее) - успешный опыт разработки и администрирования под Linux (Ubuntu/Debian) - знание сетевых технологий и протоколов - опыт разработки многопоточных / распределенных приложений - желание разбираться в незнакомых технологиях - уметь разбираться в чужом коде и работать в команде Плюсами будет: - опыт применения Intel DPDK - знание других языков программирования, таких как JavaScript (NodeJS), Python - опыт разработки встраиваемых систем - опыт разработки высоконагруженных систем Что ещё нам важно в человеке: Организованность, целеустремленность, умение находить решение нестандартных задач, работать самостоятельно, ладить с людьми. Что мы предлагаем: - оформление по ТК РФ, всё в белую. - гибкий график 5/2 - офис компании в 5 минутах ходьбы от ст. метро Сокол или Аэропорт - небольшая, но сильная команда, где мнение и вклад каждого в общее дело ощутимы и значимы",2020-10-15
39797722,C++ developer,https://hh.ru/vacancy/39797722,HH,2000,,USD,Минск,ТАСС-БРОКЕР,[],"ООО ""ТАСС-БРОКЕР"" — форекс-компания основанная в середине 2020 года. Мы планируем оказывать форекс услуги по всему миру с открытием нескольких офисов, первый из которых находится в Минске. Сегодня мы ищем в команду – C++ Developer Обязанности:  реализация проектов связанных с финансовыми рынками интеграция продуктов компании с биржевыми платформами и системами расширение, администрирование функционала МТ5 сервера  Требования:   C++11/C++14/С++17   STL   Windows API   знание концепций ООП   знание стандартных алгоритмом   знание шаблонов проектирования и паттернов   многопоточное программирование   знание принципов работы сетевых протоколов tcp/ip   разработка unit-тестов   Опыт разработки: от 3-х лет в коммерческих проектах на языке С++; предпочтительно в проектах связанных в области финансовых рынков   Опыт использования: среды Microsoft Visual Studio средств контроля версий git   писать эффективный красивый код   читать и разбираться в чужом С++ коде   английского языка на письменном уровне обязательно, на разговорном очень желательно   написание документации (отчёты, проектная документация)   Условия:   доверительные, комфортные условия и все необходимое для вашего развития   достойная навыкам оплата   интересные проекты   полная занятость: гибкий график  соц. пакет ",2020-10-13
39624403,Linux Embedded C/C++ программист,https://hh.ru/vacancy/39624403,HH,,140000,RUR,Санкт-Петербург,Симикон,[],"Ищем программиста для LinuxEmbedded систем со следующими требованиями: Необходимые:  знание C, Makefile, знания, как собирать linux ядро, синтаксис dts, знание cmake, autotools, понимание как устроены современные процессоры (понятия: адресное пространство, кэш ). Дополнительно: написание pcie, usb драйверов, опыт использования buildroot, опыт с++. Условия:    ""Белая"" заработная плата. Дополнительное премирование по результатам работы. ДМС (сразу после прохождения испытательного срока). Участие во всероссийских и международных конференциях. Гибкий график работы. 80 часов в две недели. Обязательное присутствие с 11 до 17. ",2020-10-14
39361979,Middle C++ разработчик,https://hh.ru/vacancy/39361979,HH,130000,,RUR,Москва,amoCRM,"['git', 'sql']","amo | корпоративный мессенджер – это собственный проект международной компании amoCRM. Это мессенджер, предназначенный для компаний, у него своя аудитория и функции отличающие его от личных мессенджеров. К примеру, мы не поддерживаем стикеры (во всяком случае пока)), но даем ботов, транслитерацию голосовых сообщений и т.д.Мы расширяем производство и ищем человека, который не просто станет разработчиком. А человека, который возьмется за обособленный подпроект от момента проектирования, до момента запуска. Человека, который не боится ответственности и технических трудностей, сможет развивать проект и команду в дальнейшем. Кто нам нужен:  Человек имеющий опыт проектирования. В каких нотациях не важно. Понимание парадигм ООП и взвешенное их применение; Свободное и уверенное владение С++ (начиная с C++11/14). Шаблоны, контейнеры и т.д.; Знание инструментов и средств разработки: msvc, clang, gdb, cmake, git; Опыт разработки многопоточных приложений.  Ключевые факты о проекте:  Несколько ДЦ, работа active-active. Часть балансировки на уровне клиента; Собственный бинарный протокол поверх TCP; Кроссплатформенное приложение; Работа в оффлайн. Отложенная синхронизация с сервером (написание сообщений, прочтение чатов). Оффлайн хранилище в SQL базе данных; Оптимизация трафика; Отсутствие легаси кода, молодой проект; Внедрение уникальных и передовых функций мессенджера (эксклюзивно запатентовынных) и решений в сфере UI/UX.  Условия:  Работа на интересном международном проекте (офис в России и офиса в USA) в технически сильной команде; Уютный офис в 7 минутах от м. Таганская и оборудованное рабочее место; Без бюрократии, дресс-кода. Печенки, чай, кофе; Хорошее вознаграждение тем, кто выходит из зоны комфорта и каждый месяц улучшает показатели своего проекта.  Даже если у вас нет каких-то навыков, но вы хотите развиваться, отправляйте резюме, все резюме будут рассмотрены.",2020-10-15
